source,source_id,title,company,Company,location,Location,description,url,post_date,Post_Date,scraped_at,Scraped_Date,salary,salary_min,salary_max,Salary_Min,Salary_Max,contract_type,Job_Type,category,Skills,Is_Remote,Work_Arrangement,Desc_Length,Title_Word_Count,has_salary,Seniority,industry,job_hash,Salary_Avg,Salary_Range,job_grade,clearance_required,employment_type,government_grade
adzuna,5550700541,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Taylor, Wayne County","Taylor, Wayne County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550700541?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$93,918 - $93,918",93918.16,93918.16,93918.16,93918.16,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,eaae8690fd310ce2e369b3a579148291,93918.16,"$93,918-$93,918",,,,
adzuna,5550700540,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Rockwall, Rockwall County","Rockwall, Rockwall County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550700540?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$97,118 - $97,118",97118.34,97118.34,97118.34,97118.34,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,7fb87733f81bcece8a6069430c8c0f16,97118.34,"$97,118-$97,118",,,,
adzuna,5550700635,Data Analyst,ViaPlus by VINCI Highways,Viaplus By Vinci Highways,"Plano, Collin County","Plano, Collin County","Job Description Job Description ABOUT VIAPLUS : ViaPlus is a global mobility company in the Intelligent Transportation Systems (ITS) market, specializing in revenue and services management solutions for the transportation industry. Our customer operations, data analytics, and full-featured, single-account back-office technology facilitate the high-volume transactions required for seamless multimodal mobility. As a VINCI Highways subsidiary, we are committed to technical innovation and to promot…",https://www.adzuna.com/details/5550700635?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$82,871 - $82,871",82871.19,82871.19,82871.19,82871.19,Full-time,Full-time,"Energy, Oil & Gas Jobs",['r'],False,On-site,500,2,True,Mid-level,"Energy, Oil & Gas Jobs",bfab1dda3c4e0aa8e2676b411c42e9f4,82871.19,"$82,871-$82,871",,,,
adzuna,5550700043,Senior Data Engineer (Python/PySpark/AWS),Infinitive Inc,Infinitive,"Ashburn, Loudoun County","Ashburn, Loudoun County","Job Description Job Description *Candidates must be local to the Washington D.C. metro area. About Infinitive: Infinitive is a data and AI consultancy that enables its clients to modernize, monetize and operationalize their data to create lasting and substantial value. . We possess deep industry and technology expertise to drive and sustain adoption of new capabilities. We match our people and personalities to our clients' culture while bringing the right mix of talent and skills to enable high…",https://www.adzuna.com/details/5550700043?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$159,759 - $159,759",159758.81,159758.81,159758.81,159758.81,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,4,True,Senior,IT Jobs,67f468541571a8f1ce2d747d4e65d917,159758.81,"$159,759-$159,759",,,,
adzuna,5550699894,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Matthews, Mecklenburg County","Matthews, Mecklenburg County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550699894?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$93,314 - $93,314",93313.84,93313.84,93313.84,93313.84,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,0151fd8c7a7db8a2c194c0370dbfc519,93313.84,"$93,314-$93,314",,,,
adzuna,5550699906,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Oxnard, Ventura County","Oxnard, Ventura County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550699906?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$97,748 - $97,748",97747.87,97747.87,97747.87,97747.87,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,dd3d00abd5a2e53aac203de3d88c96c9,97747.87,"$97,748-$97,748",,,,
adzuna,5550699832,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Watsonville, Santa Cruz County","Watsonville, Santa Cruz County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550699832?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$94,571 - $94,571",94570.77,94570.77,94570.77,94570.77,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,371b0a05f5659d2db33307358d682bcf,94570.77,"$94,571-$94,571",,,,
adzuna,5550699811,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Cicero, Cook County","Cicero, Cook County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550699811?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$90,439 - $90,439",90439.16,90439.16,90439.16,90439.16,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,4b091d44f9782ec1fbe53a0e8683bb6d,90439.16,"$90,439-$90,439",,,,
adzuna,5550699775,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Clayton, Johnston County","Clayton, Johnston County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550699775?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$87,879 - $87,879",87879.2,87879.2,87879.2,87879.2,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,779a8a16bfe2c479a5f6b196474e9187,87879.2,"$87,879-$87,879",,,,
adzuna,5550699754,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Greenville, Pitt County","Greenville, Pitt County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550699754?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$87,838 - $87,838",87837.65,87837.65,87837.65,87837.65,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,2c02e8946261ba3683049049aa24fa87,87837.65,"$87,838-$87,838",,,,
adzuna,5550699679,Data Analyst,The Rockridge Group,The Rockridge Group,"Concord, Contra Costa County","Concord, Contra Costa County","Job Description Job Description Data Analyst Position Summary We have a need for Data Analyst with experience in data analytics and metrics optimization. We will need you to assist in collecting data and putting it to practical use, with the end goal of maximizing profits and increasing our efficiency. We are interested in furthering our data collection and analysis practices, so you will recommend new data procedures and programs. You’ll be responsible for processing several different types of…",https://www.adzuna.com/details/5550699679?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$71,846 - $71,846",71846.23,71846.23,71846.23,71846.23,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,2,True,Mid-level,IT Jobs,9f2e9422860a79d44cf90ed764a5bdb2,71846.23,"$71,846-$71,846",,,,
adzuna,5550699690,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Tustin, Orange County","Tustin, Orange County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550699690?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$94,060 - $94,060",94059.79,94059.79,94059.79,94059.79,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,14f5996663c2f632166a759661198aee,94059.79,"$94,060-$94,060",,,,
adzuna,5550699614,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Miami Gardens, Miami-Dade County","Miami Gardens, Miami-Dade County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550699614?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$96,489 - $96,489",96488.63,96488.63,96488.63,96488.63,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,9f2c545d0869e96e0bcdd1a04f8c1ba1,96488.63,"$96,489-$96,489",,,,
adzuna,5550699652,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Johnstown, Cambria County","Johnstown, Cambria County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550699652?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$86,099 - $86,099",86099.12,86099.12,86099.12,86099.12,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,f1b194617abea1c347495b94377debe6,86099.12,"$86,099-$86,099",,,,
adzuna,5550699464,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Palmer, Northampton County","Palmer, Northampton County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550699464?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$93,662 - $93,662",93662.09,93662.09,93662.09,93662.09,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,fc89298ce795731eaeb103053e7fec29,93662.09,"$93,662-$93,662",,,,
adzuna,5550699431,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Sterling Heights, Macomb County","Sterling Heights, Macomb County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550699431?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$90,734 - $90,734",90734.1,90734.1,90734.1,90734.1,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,7a1a1495e8a5219c098615d2d2818656,90734.1,"$90,734-$90,734",,,,
adzuna,5550698679,Cabin Technology (IFE) Data Analyst,Swoon Staffing,Swoon Staffing,"Dallas, Texas","Dallas, Texas","Job Description Job Description Title : Cabin Technology (IFE) Data Analyst Location : DFW, TX (near dfw airport) Workplace type : Fully onsite (M-F regular 40 hour work week) Type : Contract Pay : $55-60/hour on w2 Length : 9 months Screenings : full panel drug and background once hired IV process: 2 rounds optional benefits Qualifications: Min 5 years of related experience Ability to evaluate combined data sources, build scorecards and identify trends Ability to develop workflows for data val…",https://www.adzuna.com/details/5550698679?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$114,400 - $124,800",114400.0,124800.0,114400.0,124800.0,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,5,True,Junior,IT Jobs,7cff00a219c895216fc831c39bdf6717,119600.0,"$114,400-$124,800",,,,
adzuna,5550698661,"Director, Information Security",Community Health System,Community Health System,"Fresno, Fresno County","Fresno, Fresno County","Job Description Job Description Overview * All positions are located in Fresno/Clovis CA * Grow with us We got our start in 1897 as a boarding house and medical facility for people traveling in Central California. If people then could see us now Today, Community Health System is the region’s largest healthcare provider and includes three divisions: Community Medical Centers hospitals, Community Care Health and Community Provider Network. These three pillars of healthcare — hospitals, health ins…",https://www.adzuna.com/details/5550698661?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$126,261 - $126,261",126261.44,126261.44,126261.44,126261.44,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Junior,IT Jobs,529c983be09833ed986f2195ae1c7def,126261.44,"$126,261-$126,261",,,,
adzuna,5550698548,Senior Operational Data Analyst,Strada Education Foundation,Strada Education Foundation,"Indianapolis, Marion County","Indianapolis, Marion County","Job Description Job Description The Senior Operational Data Analyst will support the Education Analytics and Technical Services team in developing a portfolio of data-driven advisory services and toolkits to help state clients leverage their data to analyze graduate-to-employment pathways. This work will support the establishment and operation of formal Education Economics offices, focusing on supply-demand analytics for occupations and skills, employment outcomes, and workforce trends. The rol…",https://www.adzuna.com/details/5550698548?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:09.341254,2025-12-22 00:08:09,"$107,693 - $107,693",107693.32,107693.32,107693.32,107693.32,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,4,True,Senior,IT Jobs,8d9ba9e32add99c53224977162aa56b9,107693.32,"$107,693-$107,693",,,,
adzuna,5550698261,"Senior Engineering Manager, Marketing Technology & Customer Data Systems",Xometry,Xometry,"North Bethesda, Montgomery County","North Bethesda, Montgomery County",Job Description Job Description Xometry (NASDAQ: XMTR) powers the industries of today and tomorrow by connecting the people with big ideas to the manufacturers who can bring them to life. Xometry's digital marketplace gives manufacturers the critical resources they need to grow their business while also making it easy for buyers at Fortune 1000 companies to tap into global manufacturing capacity. Xometry is seeking a Senior Engineering Manager to lead the teams that build and operate the platfo…,https://www.adzuna.com/details/5550698261?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$163,289 - $163,289",163288.98,163288.98,163288.98,163288.98,Full-time,Full-time,Engineering Jobs,['r'],False,On-site,500,9,True,Senior,Engineering Jobs,d446d8c33249db320f43c6286fc3a937,163288.98,"$163,289-$163,289",,,,
adzuna,5550697316,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Windsor, Sonoma County","Windsor, Sonoma County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550697316?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$98,309 - $98,309",98308.79,98308.79,98308.79,98308.79,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,3083e6022541ab941353813829db2fed,98308.79,"$98,309-$98,309",,,,
adzuna,5550697332,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Mcdonough, Henry County","Mcdonough, Henry County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550697332?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$88,372 - $88,372",88372.03,88372.03,88372.03,88372.03,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,7e1733fd977fdd16b58f5bb2039285c5,88372.03,"$88,372-$88,372",,,,
adzuna,5550697324,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Covina, Los Angeles County","Covina, Los Angeles County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550697324?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$104,418 - $104,418",104418.38,104418.38,104418.38,104418.38,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,5184382c17ad6f386e6fee076ed1e01d,104418.38,"$104,418-$104,418",,,,
adzuna,5550697363,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Kalamazoo, Kalamazoo County","Kalamazoo, Kalamazoo County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550697363?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$91,572 - $91,572",91572.37,91572.37,91572.37,91572.37,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,b5384f9b8a58dfe7ce62e6c15562c02f,91572.37,"$91,572-$91,572",,,,
adzuna,5550697273,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Cleveland Heights, Cuyahoga County","Cleveland Heights, Cuyahoga County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550697273?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$88,652 - $88,652",88651.52,88651.52,88651.52,88651.52,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,f342fdacc27056abfa703ab97e212fb3,88651.52,"$88,652-$88,652",,,,
adzuna,5550697253,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Campbell, Santa Clara County","Campbell, Santa Clara County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550697253?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$96,630 - $96,630",96629.8,96629.8,96629.8,96629.8,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,d9af8af23c734b95e9fcda3633b05266,96629.8,"$96,630-$96,630",,,,
adzuna,5550697119,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Martinez, Columbia County","Martinez, Columbia County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550697119?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$90,863 - $90,863",90862.6,90862.6,90862.6,90862.6,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,db73f3f80994bc7e408f5bcd31dc8654,90862.6,"$90,863-$90,863",,,,
adzuna,5550697082,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Aurora, Kane County","Aurora, Kane County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550697082?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$90,109 - $90,109",90108.57,90108.57,90108.57,90108.57,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,cee3eddfe865b5bb42dc8c13186af001,90108.57,"$90,109-$90,109",,,,
adzuna,5550697073,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Fleming Island, Clay County","Fleming Island, Clay County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550697073?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$95,854 - $95,854",95853.77,95853.77,95853.77,95853.77,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,4d780a1ff39716264facade7fc053a64,95853.77,"$95,854-$95,854",,,,
adzuna,5550697031,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Hamilton, Butler County","Hamilton, Butler County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550697031?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$87,553 - $87,553",87553.3,87553.3,87553.3,87553.3,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,9ef7c690419a5b4199f74c5e861fd9ad,87553.3,"$87,553-$87,553",,,,
adzuna,5550696958,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Forest Park, Clayton County","Forest Park, Clayton County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550696958?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$90,746 - $90,746",90745.78,90745.78,90745.78,90745.78,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,c3680042b4a95c7d7e3feabcb0b38d3f,90745.78,"$90,746-$90,746",,,,
adzuna,5550696933,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Athens, Henderson County","Athens, Henderson County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550696933?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$89,116 - $89,116",89115.87,89115.87,89115.87,89115.87,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,18e1c906b05b8dcf88b998f697bdf9e6,89115.87,"$89,116-$89,116",,,,
adzuna,5550696947,Data Analyst (Remote),Quality Talent Group,Quality Talent Group,"Killeen, Bell County","Killeen, Bell County","Job Description Job Description About Our Client Our client is a leading force in advancing safer, smarter AI technology. Their work has been featured in Forbes , The New York Times , and other major outlets for pioneering high-quality, human-verified data that powers today’s top AI systems. They have built a global community of expert contributors and have paid more than $500 million to professionals all over the world who help train, test, and improve next-generation AI models. Why Join This …",https://www.adzuna.com/details/5550696947?utm_medium=api&utm_source=41102b43,2025-12-20,2025-12-20,2025-12-22T00:08:12.892429,2025-12-22 00:08:12,"$89,812 - $89,812",89811.81,89811.81,89811.81,89811.81,Full-time,Full-time,IT Jobs,['r'],False,On-site,500,3,True,Mid-level,IT Jobs,d8a0acd7ca432fa4bb998b753e130041,89811.81,"$89,812-$89,812",,,,
